Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
1aae515a-6633-3d84-84a8-561eb786d811,St. Albans Community Living Center,179-00 Linden Blvd. & 179 Street,Jamaica,NY,11425,40.6915,-73.8057,718-526-1000,0.0,606
08c152ab-d3c8-35fa-940a-720e257c0f2c,EZRAS CHOILIM HEALTH CENTER INC,49 FOREST ROAD,MONROE,NY,109502923,41.3396058,-74.17145826044424,8457823242,0.0,30
72d279b8-5333-3dfd-824a-d6e54435fb3e,CALVARY HOSPITAL INC,1740 EASTCHESTER RD,BRONX,NY,104612300,40.8466508,-73.8785937,7185182069,0.0,99
9fb31fbc-db3a-32bf-8464-1f94f6b4b680,MIDDLETOWN COMMUNITY HEALTH CENTER,10 BENTON AVENUE,WASHINGTONVILLE,NY,109922260,41.4278716,-74.1659798,8453438838,0.0,2
601aee53-a176-39c9-91ed-cc6cfe522987,MIDDLETOWN COMMUNITY HEALTH CENTER  INC.,53 GIBSON ROAD,GOSHEN,NY,109246709,41.385516,-74.3533345,8452910348,0.0,47
77142dcc-5fff-3e9b-abb2-3fe3f97c0a45,CHELSEA COLLABORATIVE MEDICAL CARE  PLLC,314 W 14TH ST,NEW YORK,NY,100145002,40.739871199999996,-74.0035169210872,2126200144,0.0,97
6e837e35-27b2-36cd-942f-fdc14be9589d,ELLIS HOSPITAL,1101 NOTT ST,SCHENECTADY,NY,123082425,42.820213249999995,-73.91646093090648,5182431916,0.0,126
7378c837-2c46-3a0b-aa0f-d92d1031ef35,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,104515504,40.81703305,-73.92437016189787,7185795000,0.0,67
93ef44de-01f9-3805-a0b9-96f1cfa60029,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,NY,112374512,40.704144150000005,-73.91770759237289,7189637272,0.0,751
e102a2aa-5a26-3f27-9752-6bba82d4ae61,DOCTOR URGENT MEDICAL CARE PLLC,538 EAST FORDHAM ROAD,BRONX,NY,104585015,40.859249000000005,-73.88706719999999,(347) 334-3499,0.0,3
ca99a0d8-7d5a-3605-8770-9a32f4be586e,NEW YORK DOCTORS URGENT CARE PLLC,65 W 13TH ST,NEW YORK,NY,100117908,40.73683565,-73.9968085760219,8455653700,0.0,11
5e43d3e7-70fe-323a-b4a9-45e0112bf6a7,SAINT MARYS HOSPITAL FOR CHILDREN INC,2901 216TH ST,BAYSIDE,NY,113602810,40.7684351,-73.7770774,7182818800,0.0,1
2e175754-4e25-3da2-8fc0-cb58d6d6b9c3,BRIDGES URGENT CARE PLLC,61 E 86TH ST,SUNNYSIDE,NY,111041660,40.7398242,-73.9354153,6467154080,0.0,107
364a72af-1879-3a00-a1be-22a97b2f741c,EPISCOPAL HEALTH SERVICES INC,327 BEACH 19TH ST,FAR ROCKAWAY,NY,116914423,40.598089333333334,-73.75304149494949,7188697000,0.0,10
c3c258a2-0dcf-32e5-99c5-8ad1d3d82441,MK HEALTHCARE MEDICAL PC,5629 METROPOLITAN AVE,RIDGEWOOD,NY,113851975,40.712835,-73.9042547,7184180300,0.0,73
86c2666b-676c-38ad-8ac7-22cb6b2c2fc2,SARATOGA CENTER FOR THE FAMILY,359 BALLSTON AVE,WILTON,NY,128311336,43.1800049,-73.7443092,5185878008,0.0,60
d29a924c-dcc0-3741-a6ee-6aa83c1546f2,GLEN ARDEN  INC.,214 HARRIMAN DRIVE,GOSHEN,NY,109242422,41.38447605,-74.3186821735354,8453601200,0.0,1
86a5cc85-78ed-3f28-813c-c04a3e3d90cb,ELMHURST CARE CENTER INC,100 17  23RD AVENUE,EAST ELMHURST,NY,113691305,40.7612123,-73.8651358,7182058100,0.0,18
6e8b08fe-c746-3a5d-a11a-388cd17cd24d,CREEDMOOR PSYCHIATRIC CENTER,7925 WINCHESTER BLVD,QUEENS VILLAGE,NY,114272199,40.7267692,-73.7415208,7184647500,0.0,18
425ef71f-9e48-3ac6-8ee4-be14fc6e25f8,CARING HOSPICE SERVICES OF NEW YORK  LLC,3039  AVENUE  U,BROOKLYN,NY,112295126,40.60110745,-73.93758721088182,7187434600,0.0,1
4d231b56-15e1-3de8-a659-6a92a1740b0a,MEDCENA ADVANCED HEALTH CARE PC,1746 E 53RD ST,ROCKAWAY PARK,NY,116942403,40.5805104,-73.8361535,7186767243,0.0,66
0db48f39-2513-3681-a517-54492420b467,FOREST VIEW CENTER FOR REHABILITATION & NURSING,71 20 110TH STREET,FOREST HILLS,NY,113754844,40.7195942,-73.8448553,7187933200,0.0,3
c42dabd9-b8b7-3501-942e-6f4e9570a026,MOUNT SINAI HOSPITAL,1 GUSTAVE L LEVY PL,NEW YORK,NY,100296574,40.7127281,-74.0060152,2122562904,0.0,7
0d2119ce-e785-32a6-87d9-2d9c1e90e3b2,SBNH ACQUISITION LLC,2175 QUARRY RD,BRONX,NY,104571663,40.852545551020405,-73.89020381632653,7189603910,0.0,1
c8a53647-0ee1-3166-b950-54a946eb720f,FIVE STAR URGENT CARE BIG FLATS MEDICAL PLLC,830 COUNTY ROAD 64,SYRACUSE,NY,132192008,43.0481221,-76.1474244,6078462030,0.0,1
7754beb3-c6a1-3e23-a352-851bddb02834,UNION COMMUNITY HEALTH CENTER  INC,1 FORDHAM PLAZA,BRONX,NY,104585871,40.8606244,-73.8898476,7182202020,0.0,58
d6cb5a3f-3aaf-34db-af68-7f5c418cb239,EMPIRE URGENT CARE PLLC,871 E TREMONT AVE,BRONX,NY,104604207,40.84297542857143,-73.88599728571428,7187016633,0.0,2
50eee34f-6cd7-3350-ae08-2fcf0e79f2dc,ARISE CHILD AND FAMILY SERVICE INC,635 JAMES ST,SYRACUSE,NY,132032226,43.055150999999995,-76.14359354999999,3156712959,0.0,14
c489b302-7ea5-3231-b0c5-c474eee4909f,VILLAGE CENTER FOR CARE,214 WEST HOUSTON ST,NEW YORK,NY,100144846,40.7285969,-74.0042904,2123379407,0.0,3
1618b217-5ede-349a-8ffd-8cdf11fe90e7,ELMHURST HOSPITAL CENTER,79-01 BROADWAY,ELMHURST,NY,113731329,40.74476995,-73.88564685011681,7183341141,0.0,76
c31dc0b4-b2a5-3550-ad19-41646820ed2b,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,101285604,40.7127281,-74.0060152,2122417981,0.0,50
9a742e42-17c8-3faa-a9bd-0976fec19390,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AND 16TH STREET,NEW YORK,NY,100351641,40.7127281,-74.0060152,2124202000,0.0,140
0383207e-c288-31c8-bcc6-1c6c7986703f,MOREAU FAMILY HEALTH OF COMPRECARE INC,1299  ROUTE 9,GANSEVOORT,NY,128311560,43.243005749999995,-73.6821227712862,5187455936,0.0,5
1b357a02-e812-36fb-9ee5-ce6cb7f7d5db,MIDWAY NURSING HOME  INC.,6995 QUEENS MIDTOWN EXPY,MASPETH,NY,113781922,40.7288859,-73.9088244,7189611212,0.0,1
3937e6cf-2ea5-315e-99dd-27fd02f6e9a5,HOSPICE OF NEW YORK  LLC,4518 COURT SQ STE 500,LONG ISLAND CITY,NY,111013433,40.7468366,-73.9432589,7184721999,0.0,3
1a97c054-b511-3a18-b64e-3c90224994ab,JAMAICA HOSPITAL,8900 VAN WYCK EXPY,JAMAICA,NY,114182832,40.70036655,-73.81649307207446,7182066000,0.0,6
726a7382-7aea-36d9-bb9a-02189aef34ce,PROMENADE REHABILITATION AND HEALTH CARE CENTER,140 BEACH 114TH STREET,ROCKAWAY PARK,NY,116942405,40.5786721,-73.8342174,7189454600,0.0,23
cbceae16-de91-3e76-b055-7e4b66c29f31,CONCOURSE REHAB & NURSING CTR INC,1072 GRAND CONCOURSE,BRONX,NY,104563901,40.8316527,-73.9196131,7186814000,0.0,1
a283f153-ff12-32fa-bcee-6295f3e3310a,URGENT MEDICAL CARE PC,1865 AMSTERDAM AVE,ROCKAWAY BEACH,NY,116931317,40.5845085,-73.81679,9148375669,0.0,3
5402fa9f-1fa9-3a72-9d24-4fef9438e44f,ALLMED URGENT CARE PC,11520 LIBERTY AVE,SOUTH RICHMOND HILL,NY,114191902,40.6881098,-73.8189761,6468249344,0.0,2
d28b5254-fe99-3992-96af-1bf769ff10f4,CENTRALMED URGENT CARE AND PRIMARY CARE LLP,1662 CENTRAL AVE,COLONIE,NY,122054059,42.7214708,-73.8376812,5182401456,0.0,19
2e7326f0-23c0-3d59-a439-920f4a22f659,MOUNT SINAI HOSPITAL,1 GUSTAVE L LEVY PL,NEW YORK,NY,100296500,40.7127281,-74.0060152,2122562904,0.0,108
fc91ba3d-8a31-3996-88fc-96f36bd0364a,CARTHAGE AREA HOSPITAL  INC,1001 WEST STREET,PHILADELPHIA,NY,13673,44.154622,-75.708847,3154931000,0.0,55
53d1ae11-25a9-39fe-b43c-7222dce2bae6,EPISCOPAL HEALTH SERVICES INC,327 BEACH 19TH ST,FAR ROCKAWAY,NY,116914423,40.598089333333334,-73.75304149494949,7188697641,0.0,176
3b34f537-0856-3640-b69f-68cdd8025b91,SCHERVIER PAVILION,22 VAN DUZER PLACE,WARWICK,NY,109901014,41.2632769,-74.3596113,8459875717,0.0,8
58801015-7d85-3fc2-91d8-b14868eeb62a,COLLEGE POINT WELLNESS  LCSW  P.C.,1814 COLLEGE POINT BLVD,COLLEGE POINT,NY,113562241,40.7853629,-73.8457746,3478048277,0.0,42
d42af5dd-11f9-30bc-8473-cb0a146a8037,PRIMARY MEDICAL CARE SERVICES PLLC,9916 97TH ST,OZONE PARK,NY,114162509,40.68542444897959,-73.84463975510204,9173005402,0.0,52
1e6ceda6-7a2e-3a11-95d1-440398e378db,ST ANTHONY COMMUNITY HOSPITAL,15 MAPLE AVENUE -19,WARWICK,NY,109904105,41.256483,-74.3598755,8459862276,0.0,213
c8c17ce7-a1b9-32f4-8033-eab0a26ee837,JAMAICA HOSPITAL,8900 VAN WYCK EXPY,JAMAICA,NY,114182832,40.70036655,-73.81649307207446,7182066000,0.0,78
65c0dc23-a092-38af-93a7-68b28fed38c4,BETTER MEDICAL CARE  P.C.,21820 UNION TPKE,OAKLAND GARDENS,NY,113643519,40.753991,-73.765966,7182178600,0.0,28
f1cb6e9f-e21e-32f4-b55d-40cb2bf9b573,ST JOSEPHS HOSPITAL HEALTH CENTER,301 PROSPECT AVE,SYRACUSE,NY,132043201,43.0557698,-76.14937188108505,3154485880,0.0,6
